"id","code","input","gold_output","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"sample_501","def f(text, char):
    index = text.rindex(char)
    result = list(text)
    while index > 0:
        result[index] = result[index-1]
        result[index-1] = char
        index -= 2
    return ''.join(result)","'qpfi jzm', 'j'","'jqjfj zm'","jpqf jzm","1.0","INCORRECT","qpfjjjzim","1.0","INCORRECT","","0.5","INCORRECT","jpqf jzm","1.0","INCORRECT","qpfjjjzim","1.0","INCORRECT","","0.5","INCORRECT","jpqf jzm","1.0","INCORRECT","qpfjjjzim","1.0","INCORRECT","","0.5","INCORRECT","jpqf jzm","1.0","INCORRECT","qpfjjjzim","1.0","INCORRECT","","0.5","INCORRECT","jpqf jzm","1.0","INCORRECT","qpfjjjzim","1.0","INCORRECT","","0.5","INCORRECT"
"sample_502","def f(name):
    return '*'.join(name.split(' '))","'Fred Smith'","'Fred*Smith'","'Fred*Smith'","1.0","CORRECT","Fred*Smith","1.0","CORRECT","","0.5","INCORRECT","'Fred*Smith'","1.0","CORRECT","Fred*Smith","1.0","CORRECT","","0.5","INCORRECT","'Fred*Smith'","1.0","CORRECT","Fred*Smith","1.0","CORRECT","","0.5","INCORRECT","'Fred*Smith'","1.0","CORRECT","Fred*Smith","1.0","CORRECT","","0.5","INCORRECT","'Fred*Smith'","1.0","CORRECT","Fred*Smith","1.0","CORRECT","","0.5","INCORRECT"
"sample_503","def f(d):
    result = [None] * len(d)
    a = b = 0
    while d:
        result[a] = d.popitem(a == b)
        a, b = b, (b+1) % len(result)
    return result","{}","[]","[None]","1.0","INCORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[None]","1.0","INCORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[None]","1.0","INCORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[None]","1.0","INCORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[None]","1.0","INCORRECT","[]","1.0","CORRECT","","0.5","INCORRECT"
"sample_504","def f(values):
    values.sort()
    return values","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","1.0","CORRECT","[1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","CORRECT","[1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","CORRECT","[1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","CORRECT","[1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT","[1, 1, 1, 1]","1.0","CORRECT","[1, 1, 1, 1]","1.0","CORRECT","","0.5","INCORRECT"
"sample_505","def f(string):
    while string:
        if string[-1].isalpha():
            return string
        string = string[:-1]
    return string","'--4/0-209'","''","''","1.0","CORRECT","9","1.0","INCORRECT","","0.5","INCORRECT","''","1.0","CORRECT","9","1.0","INCORRECT","","0.5","INCORRECT","''","1.0","CORRECT","9","1.0","INCORRECT","","0.5","INCORRECT","''","1.0","CORRECT","9","1.0","INCORRECT","","0.5","INCORRECT","''","1.0","CORRECT","9","1.0","INCORRECT","","0.5","INCORRECT"
"sample_506","def f(n):
    p = ''
    if n%2 == 1:
        p+='sn'
    else:
        return n*n
    for x in range(1, n+1):
        if x%2 == 0:
            p+='to'
        else:
            p+='ts'
    return p","1","'snts'","ts","1.0","INCORRECT","sn","1.0","INCORRECT","","0.5","INCORRECT","ts","1.0","INCORRECT","snst","1.0","INCORRECT","","0.5","INCORRECT","ts","1.0","INCORRECT","snst","1.0","INCORRECT","","0.5","INCORRECT","ts","1.0","INCORRECT","snst","1.0","INCORRECT","","0.5","INCORRECT","ts","1.0","INCORRECT","snst","1.0","INCORRECT","","0.5","INCORRECT"
"sample_507","def f(text, search):
    result = text.lower()
    return result.find(search.lower())","'car hat', 'car'","0","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT","0","1.0","CORRECT","0","1.0","CORRECT","","0.5","INCORRECT"
"sample_508","def f(text, sep, maxsplit):
    splitted = text.rsplit(sep, maxsplit)
    length = len(splitted)
    new_splitted = splitted[:length // 2]
    new_splitted.reverse()
    new_splitted += splitted[length // 2:]
    return sep.join(new_splitted)","'ertubwi', 'p', 5","'ertubwi'","ertubwi","1.0","CORRECT","ertubwi","1.0","CORRECT","","0.5","INCORRECT","ertubwi","1.0","CORRECT","ertubwi","1.0","CORRECT","","0.5","INCORRECT","ertubwi","1.0","CORRECT","ertubwi","1.0","CORRECT","","0.5","INCORRECT","ertubwi","1.0","CORRECT","ertubwi","1.0","CORRECT","","0.5","INCORRECT","ertubwi","1.0","CORRECT","ertubwi","1.0","CORRECT","","0.5","INCORRECT"
"sample_509","def f(value, width):
    if value >= 0:
        return str(value).zfill(width)

    if value < 0:
        return '-' + str(-value).zfill(width)
    return ''","5, 1","'5'","5","1.0","INCORRECT","5","1.0","INCORRECT","","0.5","INCORRECT","5","1.0","INCORRECT","5","1.0","INCORRECT","","0.5","INCORRECT","5","1.0","INCORRECT","5","1.0","INCORRECT","","0.5","INCORRECT","5","1.0","INCORRECT","5","1.0","INCORRECT","","0.5","INCORRECT","5","1.0","INCORRECT","5","1.0","INCORRECT","","0.5","INCORRECT"
"sample_510","def f(a, b, c, d, e):
    key = d
    if key in a:
        num = a.pop(key)
    if b > 3:
        return ''.join(c)
    else:
        return num","{7: 'ii5p', 1: 'o3Jwus', 3: 'lot9L', 2: '04g', 9: 'Wjf', 8: '5b', 0: 'te6', 5: 'flLO', 6: 'jq', 4: 'vfa0tW'}, 4, 'Wy', 'Wy', 1.0","'Wy'","Wy","1.0","CORRECT","vfa0tW","1.0","INCORRECT","","0.5","INCORRECT","Wy","1.0","CORRECT","vfa0tW","1.0","INCORRECT","","0.5","INCORRECT","Wy","1.0","CORRECT","vfa0tW","1.0","INCORRECT","","0.5","INCORRECT","Wy","1.0","CORRECT","vfa0tW","1.0","INCORRECT","","0.5","INCORRECT","Wy","1.0","CORRECT","vfa0tW","1.0","INCORRECT","","0.5","INCORRECT"
"sample_511","def f(fields, update_dict):
    di = dict((x, '') for x in fields)
    di.update(update_dict)
    return di","('ct', 'c', 'ca'), {'ca': 'cx'}","{'ct': '', 'c': '', 'ca': 'cx'}","{'ct': '', 'c': '', 'ca': 'cx'}","1.0","CORRECT","{'ct': '', 'c': '', 'ca': 'cx'}","1.0","CORRECT","","0.5","INCORRECT","{""ct"": """", ""c"": """", ""ca"": ""cx""}","1.0","CORRECT","{'ct': '', 'c': '', 'ca': 'cx'}","1.0","CORRECT","","0.5","INCORRECT","{""ct"": """", ""c"": """", ""ca"": ""cx""}","1.0","CORRECT","{""ct"": """", ""c"": """", ""ca"": ""cx""}","1.0","CORRECT","","0.5","INCORRECT","{""ct"": """", ""c"": """", ""ca"": ""cx""}","1.0","CORRECT","{'ct': '', 'c': '', 'ca': 'cx'}","1.0","CORRECT","","0.5","INCORRECT","{""ct"": """", ""c"": """", ""ca"": ""cx""}","1.0","CORRECT","{""ct"": """", ""c"": """", ""ca"": ""cx""}","1.0","CORRECT","","0.5","INCORRECT"
"sample_512","def f(s):
    return len(s) == s.count('0') + s.count('1')","'102'","False","False","1.0","CORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","True","1.0","INCORRECT","","0.5","INCORRECT","False","1.0","CORRECT","True","1.0","INCORRECT","","0.5","INCORRECT"
"sample_513","def f(array):
    while -1 in array:
        array.pop(-3)
    while 0 in array:
        array.pop()
    while 1 in array:
        array.pop(0)
    return array","[0, 2]","[]","[2]","1.0","INCORRECT","[2]","1.0","INCORRECT","","0.5","INCORRECT","[2]","1.0","INCORRECT","[2]","1.0","INCORRECT","","0.5","INCORRECT","[2]","1.0","INCORRECT","[2]","1.0","INCORRECT","","0.5","INCORRECT","[2]","1.0","INCORRECT","[2]","1.0","INCORRECT","","0.5","INCORRECT","[2]","1.0","INCORRECT","[2]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_514","def f(text):
    for item in text.split():
        text = text.replace('-{}'.format(item), ' ').replace('{}-'.format(item), ' ')
    return text.strip('-')","'-stew---corn-and-beans-in soup-.-'","'stew---corn-and-beans-in soup-.'","stew corn and beans in soup","1.0","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","","0.5","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","","0.5","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","","0.5","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","","0.5","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","stew corn and beans in soup","1.0","INCORRECT","","0.5","INCORRECT"
"sample_515","def f(array):
    result = array.copy()
    result.reverse()
    result[:] = [item * 2 for item in result]
    return result","[1, 2, 3, 4, 5]","[10, 8, 6, 4, 2]","[10, 8, 6, 4, 2]","1.0","CORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","","0.5","INCORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","","0.5","INCORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","","0.5","INCORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","","0.5","INCORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","[10, 8, 6, 4, 2]","1.0","CORRECT","","0.5","INCORRECT"
"sample_516","def f(strings, substr):
    list = [s for s in strings if s.startswith(substr)]
    return sorted(list, key=len)","['condor', 'eyes', 'gay', 'isa' ], 'd'","[]","['condor']","1.0","INCORRECT","['condor']","1.0","INCORRECT","","0.5","INCORRECT","['condor']","1.0","INCORRECT","['condor']","1.0","INCORRECT","","0.5","INCORRECT","['condor']","1.0","INCORRECT","['condor']","1.0","INCORRECT","","0.5","INCORRECT","['condor']","1.0","INCORRECT","['condor']","1.0","INCORRECT","","0.5","INCORRECT","['condor']","1.0","INCORRECT","['condor']","1.0","INCORRECT","","0.5","INCORRECT"
"sample_517","def f(text):
    for i in range(len(text)-1, 0, -1):
        if not text[i].isupper():
            return text[0:i]
    return ''","'SzHjifnzog'","'SzHjifnzo'","SzHjifnz","1.0","INCORRECT","S","1.0","INCORRECT","","0.5","INCORRECT","SzHjifnz","1.0","INCORRECT","S","1.0","INCORRECT","","0.5","INCORRECT","SzHjifnz","1.0","INCORRECT","S","1.0","INCORRECT","","0.5","INCORRECT","SzHjifnz","1.0","INCORRECT","S","1.0","INCORRECT","","0.5","INCORRECT","SzHjifnz","1.0","INCORRECT","S","1.0","INCORRECT","","0.5","INCORRECT"
"sample_518","def f(text):
    return not text.isdecimal()","'the speed is -36 miles per hour'","True","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT"
"sample_519","def f(d):
    d['luck'] = 42
    d.clear()
    return {1: False, 2 :0}","{}","{1: False, 2: 0}","{1: False, 2: 0}","1.0","CORRECT","{1: False, 2: 0}","1.0","CORRECT","","0.5","INCORRECT","{1: False, 2: 0}","1.0","CORRECT","{1: False, 2: 0}","1.0","CORRECT","","0.5","INCORRECT","{1: False, 2: 0}","1.0","CORRECT","{1: False, 2: 0}","1.0","CORRECT","","0.5","INCORRECT","{1: False, 2: 0}","1.0","CORRECT","{1: False, 2: 0}","1.0","CORRECT","","0.5","INCORRECT","{1: False, 2: 0}","1.0","CORRECT","{1: False, 2: 0}","1.0","CORRECT","","0.5","INCORRECT"
"sample_520","def f(album_sales):
    while len(album_sales) != 1:
        album_sales.append(album_sales.pop(0))
    return album_sales[0]","[6]","6","6","1.0","CORRECT","6","1.0","CORRECT","","0.5","INCORRECT","6","1.0","CORRECT","6","1.0","CORRECT","","0.5","INCORRECT","6","1.0","CORRECT","6","1.0","CORRECT","","0.5","INCORRECT","6","1.0","CORRECT","6","1.0","CORRECT","","0.5","INCORRECT","6","1.0","CORRECT","6","1.0","CORRECT","","0.5","INCORRECT"
"sample_521","def f(nums):
    m = max(nums)
    for i in range(m):
        nums.reverse()
    return nums","[43, 0, 4, 77, 5, 2, 0, 9, 77]","[77, 9, 0, 2, 5, 77, 4, 0, 43]","[9, 0, 2, 5, 77, 4, 0, 43, 77]","1.0","INCORRECT","[77, 0, 2, 5, 77, 9, 0, 4, 43]","1.0","INCORRECT","","0.5","INCORRECT","[9, 0, 2, 5, 77, 4, 0, 43, 77]","1.0","INCORRECT","[77, 0, 2, 5, 77, 9, 0, 4, 43]","1.0","INCORRECT","","0.5","INCORRECT","[9, 0, 2, 5, 77, 4, 0, 43, 77]","1.0","INCORRECT","[77, 0, 2, 5, 77, 9, 0, 4, 43]","1.0","INCORRECT","","0.5","INCORRECT","[9, 0, 2, 5, 77, 4, 0, 43, 77]","1.0","INCORRECT","[77, 0, 2, 5, 77, 9, 0, 4, 43]","1.0","INCORRECT","","0.5","INCORRECT","[9, 0, 2, 5, 77, 4, 0, 43, 77]","1.0","INCORRECT","[77, 0, 2, 5, 77, 9, 0, 4, 43]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_522","def f(numbers):
    floats = [n % 1 for n in numbers]
    return floats if 1 in floats else []","range(100, 120)","[]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1.0","INCORRECT","","1.0","INCORRECT","","0.5","INCORRECT"
"sample_523","def f(text):
    text = list(text)
    for i in range(len(text)-1, -1, -1):
        if text[i].isspace():
            text[i] = '&nbsp;'
    return ''.join(text)","'   '","'&nbsp;&nbsp;&nbsp;'","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","","0.5","INCORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","","0.5","INCORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","","0.5","INCORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","","0.5","INCORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","&nbsp;&nbsp;&nbsp;","1.0","CORRECT","","0.5","INCORRECT"
"sample_524","def f(dict0):
    new = dict0.copy()
    for i in range(len(new)-1):
        dict0[sorted(new)[i]] = i
    return dict0","{2: 5, 4: 1, 3: 5, 1: 3, 5: 1}","{2: 1, 4: 3, 3: 2, 1: 0, 5: 1}","{1: 0, 2: 1, 3: 2, 4: 3, 5: 4}","1.0","INCORRECT","{2: 5, 4: 1, 3: 5, 1: 3, 5: 0}","1.0","INCORRECT","","0.5","INCORRECT","{1: 0, 2: 1, 3: 2, 4: 3, 5: 4}","1.0","INCORRECT","{2: 5, 4: 1, 3: 5, 1: 3, 5: 0}","1.0","INCORRECT","","0.5","INCORRECT","{1: 0, 2: 1, 3: 2, 4: 3, 5: 4}","1.0","INCORRECT","{2: 5, 4: 1, 3: 5, 1: 3, 5: 0}","1.0","INCORRECT","","0.5","INCORRECT","{1: 0, 2: 1, 3: 2, 4: 3, 5: 4}","1.0","INCORRECT","{2: 5, 4: 1, 3: 5, 1: 3, 5: 0}","1.0","INCORRECT","","0.5","INCORRECT","{1: 0, 2: 1, 3: 2, 4: 3, 5: 4}","1.0","INCORRECT","{2: 5, 4: 1, 3: 5, 1: 3, 5: 0}","1.0","INCORRECT","","0.5","INCORRECT"
"sample_525","def f(c, st, ed):
    d = {}
    a, b = 0, 0
    for x, y in c.items():
        d[y] = x
        if y == st:
            a = x
        if y == ed:
            b = x
    w = d[st]
    return (w, b) if a > b else (b, w)","{'TEXT': 7, 'CODE': 3}, 7, 3","('TEXT', 'CODE')","(7, 3)","1.0","INCORRECT","(3, 7)","1.0","INCORRECT","","0.5","INCORRECT","(7, 3)","1.0","INCORRECT","(7, 3)","1.0","INCORRECT","","0.5","INCORRECT","(7, 3)","1.0","INCORRECT","(3, 7)","1.0","INCORRECT","","0.5","INCORRECT","(7, 3)","1.0","INCORRECT","(7, 3)","1.0","INCORRECT","","0.5","INCORRECT","(7, 3)","1.0","INCORRECT","(3, 7)","1.0","INCORRECT","","0.5","INCORRECT"
"sample_526","def f(label1, char, label2, index):
    m = label1.rindex(char)
    if m >= index:
        return label2[:m - index + 1]
    return label1 + label2[index - m - 1:]","'ekwies', 's', 'rpg', 1","'rpg'","ekwiesrpg","1.0","INCORRECT","ekwie","1.0","INCORRECT","","0.5","INCORRECT","ekwiesrpg","1.0","INCORRECT","ekwie","1.0","INCORRECT","","0.5","INCORRECT","ekwie","0.95","INCORRECT","ekwie","1.0","INCORRECT","","0.5","INCORRECT","ekwie","1.0","INCORRECT","ekwie","0.95","INCORRECT","","0.5","INCORRECT","ekwie","1.0","INCORRECT","ekwie","0.98","INCORRECT","","0.5","INCORRECT"
"sample_527","def f(text, value):
    return text.ljust(len(value), ""?"")","""!?"", """"","'!?'","!?","1.0","INCORRECT","??","1.0","INCORRECT","","0.5","INCORRECT","!?","1.0","INCORRECT","??","0.9","INCORRECT","","0.5","INCORRECT","!?","1.0","INCORRECT","??","0.95","INCORRECT","","0.5","INCORRECT","!?","1.0","INCORRECT","??","0.9","INCORRECT","","0.5","INCORRECT","!?","1.0","INCORRECT","??","0.95","INCORRECT","","0.5","INCORRECT"
"sample_528","def f(s):
    b = ''
    c = ''
    for i in s:
        c = c + i
        if s.rfind(c) > -1:
            return s.rfind(c)
    return 0","'papeluchis'","2","10","1.0","INCORRECT","3","1.0","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","3","0.9","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","3","0.95","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","3","0.9","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","3","0.95","INCORRECT","","0.5","INCORRECT"
"sample_529","def f(array):
    prev = array[0]
    newArray = array[:]
    for i in range(1, len(array)):
        if prev != array[i]:
            newArray[i] = array[i]
        else:
            del newArray[i]
        prev = array[i]
    return newArray","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 2, 3]","1.0","CORRECT","[1, 2, 3]","1.0","CORRECT","","0.5","INCORRECT"
"sample_530","def f(s, ch):
    sl = s
    if ch in s:
        sl = s.lstrip(ch)
        if len(sl) == 0:
            sl = sl + '!?'
    else:
        return 'no'
    return sl","""@@@ff"", '@'","'ff'","ff!?","1.0","INCORRECT","ff","1.0","CORRECT","","0.5","INCORRECT","ff!?","1.0","INCORRECT","ff","0.9","CORRECT","","0.5","INCORRECT","ff!?","1.0","INCORRECT","ff","0.95","CORRECT","","0.5","INCORRECT","ff!?","1.0","INCORRECT","ff","0.9","CORRECT","","0.5","INCORRECT","ff!?","1.0","INCORRECT","ff","0.95","CORRECT","","0.5","INCORRECT"
"sample_531","def f(text, x):
    if text.removeprefix(x) == text:
        return f(text[1:], x)
    else:
        return text","""Ibaskdjgblw asdl "", ""djgblw""","'djgblw asdl '","Ibaskdjgblw asdl ","1.0","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","","0.5","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","","0.5","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","","0.5","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","","0.5","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","Ibaskdjgblw asdl ","1.0","INCORRECT","","0.5","INCORRECT"
"sample_532","def f(n, array):
    final = [array.copy()] 
    for i in range(n):
        arr = array.copy()
        arr.extend(final[-1])
        final.append(arr)
    return final","1, [1, 2, 3]","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","","0.5","INCORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","","0.5","INCORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","","0.5","INCORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","","0.5","INCORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","[[1, 2, 3], [1, 2, 3, 1, 2, 3]]","1.0","CORRECT","","0.5","INCORRECT"
"sample_533","def f(query, base):
    net_sum = 0
    for (key, val) in base.items():
        if key[0] == query and len(key) == 3:
            net_sum -= val
        elif key[-1] == query and len(key) == 3:
            net_sum += val
    return net_sum","'a', {}","0","0","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","0","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","0","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","0","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","0","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT"
"sample_534","def f(sequence, value):
    i = max(sequence.index(value) - len(sequence) // 3, 0)
    result = ''
    for j, v in enumerate(sequence[i:]):
        if v == '+':
            result += value
        else:
            result += sequence[i + j]
    return result","'hosu', 'o'","'hosu'","osou","1.0","INCORRECT","hooosu","1.0","INCORRECT","","0.5","INCORRECT","osou","1.0","INCORRECT","hooosu","1.0","INCORRECT","","0.5","INCORRECT","osou","1.0","INCORRECT","hooosu","1.0","INCORRECT","","0.5","INCORRECT","osou","1.0","INCORRECT","hooosu","1.0","INCORRECT","","0.5","INCORRECT","osou","1.0","INCORRECT","hooosu","1.0","INCORRECT","","0.5","INCORRECT"
"sample_535","def f(n):
    for n in str(n):
        if n not in ""012"" and n not in list(range(5, 10)):
            return False
    return True","1341240312","False","True","1.0","INCORRECT","False","1.0","CORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","False","1.0","CORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","False","1.0","CORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","False","1.0","CORRECT","","0.5","INCORRECT","True","1.0","INCORRECT","False","1.0","CORRECT","","0.5","INCORRECT"
